30.26,28.95,40.79,38.41,-10.53,-14.19
36.79,34.91,28.3,36.35,8.49,-13.64
26.19,33.33,40.48,33.23,-14.29,-14.97
28.26,31.52,40.22,31.70,-11.96,-9.75
32.79,27.87,39.34,32.27,-6.55,-6.06
31.82,34.55,33.64,31.23,-1.82,-2.23
45.71,28.57,25.71,32.36,20,-0.97
30.97,23.01,46.02,32.85,-15.05,0.28
26.56,26.56,46.88,32.39,-20.32,-0.34
35.05,22.68,42.27,32.17,-7.22,8.44
26.25,20,53.75,32.18,-27.5,9.63
27.91,23.26,48.84,32.13,-20.93,18.41
34.21,34.21,31.58,32.31,2.63,7.52
37.7,22.95,39.34,33.05,-1.64,11.50
37.93,20.69,41.38,32.07,-3.45,7.73
43.75,16.67,39.58,33.67,4.17,4.60
50,20.97,29.03,36.60,20.97,9.82
31.48,18.52,50,36.15,-18.52,14.33
38.36,24.66,36.99,37.67,1.37,12.01
33.78,22.97,43.24,38.40,-9.46,22.58
